Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Salary_Imputed,Salary_Was_Missing,Salary_Was_College_Missing,Tenure_Months
463263,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,52435.0,Married,Nova,7771.58,Standard,2014,1,,,52435.0,0,0,59
443199,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,78423.0,Married,Nova,7776.84,Standard,2016,5,,,78423.0,0,0,31
604943,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,78423.0,Married,Nova,7776.84,Standard,2013,7,,,78423.0,0,0,65
327866,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,78582.0,Single,Nova,7778.53,Standard,2017,5,,,78582.0,0,0,19
617447,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,95663.0,Single,Nova,7780.49,Standard,2014,3,,,95663.0,0,0,57
427163,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Married,Nova,7780.9,Standard,2014,10,,,73455.0,1,1,50
920171,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,83172.0,Married,Nova,7782.13,Standard,2018,6,,,83172.0,0,0,6
909543,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,67535.0,Married,Nova,7783.78,Standard,2013,8,,,67535.0,0,0,64
122890,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,64760.0,Married,Nova,7785.0,Standard,2015,2,,,64760.0,0,0,46
697029,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,46905.0,Married,Nova,7785.67,Standard,2012,11,,,46905.0,0,0,73
884062,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,92642.0,Married,Nova,7786.68,Standard,2016,10,,,92642.0,0,0,26
400392,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,70127.0,Married,Nova,7787.43,Standard,2016,5,,,70127.0,0,0,31
912588,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Married,Nova,7799.44,Standard,2013,4,,,73455.0,1,1,68
593039,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,93679.0,Divorced,Nova,7803.5,Standard,2017,12,,,93679.0,0,0,12
911852,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Nova,7804.6,Standard,2017,6,2018.0,2.0,73455.0,1,1,8
107487,Canada,Quebec,Montreal,H2T 2J6,Male,Master,105487.0,Divorced,Nova,7805.31,Standard,2017,4,,,105487.0,0,0,20
192009,Canada,British Columbia,Vancouver,V5R 1W3,Female,Master,105487.0,Divorced,Nova,7805.31,Standard,2013,9,,,105487.0,0,0,63
717407,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Master,105487.0,Divorced,Nova,7805.31,Standard,2012,12,,,105487.0,0,0,72
640116,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,49253.0,Married,Nova,7806.14,Standard,2015,9,,,49253.0,0,0,39
849813,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Nova,7809.86,Standard,2017,5,,,73455.0,1,1,19
282723,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69937.0,Married,Nova,7814.6,Standard,2016,4,,,69937.0,0,0,32
122020,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,56759.0,Divorced,Nova,7822.3,Standard,2015,9,,,56759.0,0,0,39
143266,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,55925.0,Married,Nova,7824.37,Standard,2018,9,,,55925.0,0,0,3
163776,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,57257.0,Married,Nova,7832.57,Standard,2012,5,,,57257.0,0,0,79
892556,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,58318.0,Married,Nova,7834.15,Standard,2014,3,2015.0,6.0,58318.0,0,0,15
170655,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,44256.0,Single,Aurora,7627.43,2018 Promotion,2018,4,,,44256.0,0,0,8
481660,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,101936.0,Divorced,Aurora,7659.5,2018 Promotion,2018,2,,,101936.0,0,0,10
546171,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,68048.0,Married,Nova,7835.93,Standard,2014,7,2015.0,3.0,68048.0,0,0,8
844479,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Nova,7838.07,Standard,2013,5,,,73455.0,1,1,67
148612,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,74651.0,Single,Nova,7840.17,Standard,2018,12,,,74651.0,0,0,0
235506,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,74651.0,Single,Nova,7840.17,Standard,2017,9,,,74651.0,0,0,15
670939,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,30203.0,Married,Aurora,7752.93,2018 Promotion,2018,3,,,30203.0,0,0,9
700011,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,74651.0,Single,Nova,7840.17,Standard,2012,6,,,74651.0,0,0,78
780236,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,74651.0,Single,Nova,7840.17,Standard,2012,7,,,74651.0,0,0,77
922614,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,58817.0,Divorced,Aurora,7792.07,2018 Promotion,2018,2,,,58817.0,0,0,10
990955,Canada,Ontario,London,M5B 3E4,Female,College,,Single,Nova,7840.65,Standard,2017,1,,,73455.0,1,1,23
743256,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,69227.0,Married,Nova,7842.38,Standard,2013,3,,,69227.0,0,0,69
931828,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Married,Nova,7844.25,Standard,2015,3,2016.0,9.0,73455.0,1,1,18
408493,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,71737.0,Married,Nova,7849.13,Standard,2017,7,,,71737.0,0,0,17
415148,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,81070.0,Single,Nova,7850.13,Standard,2014,11,,,81070.0,0,0,49
397848,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Married,Nova,7850.59,Standard,2016,4,2016.0,12.0,73455.0,1,1,8
154855,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,55487.0,Married,Nova,7851.35,Standard,2017,12,,,55487.0,0,0,12
890437,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,55487.0,Married,Nova,7851.35,Standard,2013,5,,,55487.0,0,0,67
766909,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,67721.0,Married,Nova,7851.58,Standard,2013,1,2013.0,8.0,67721.0,0,0,7
322435,Canada,Ontario,Toronto,M2M 6J7,Male,Bachelor,50895.0,Married,Nova,7851.9,Standard,2015,12,2016.0,8.0,50895.0,0,0,8
438511,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,63066.0,Divorced,Nova,7853.96,Standard,2018,9,,,63066.0,0,0,3
365413,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,50477.0,Married,Nova,7854.96,Standard,2017,9,,,50477.0,0,0,15
423978,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Nova,7857.3,Standard,2013,3,,,73455.0,1,1,69
628081,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,46931.0,Divorced,Nova,7858.05,Standard,2013,5,,,46931.0,0,0,67
362167,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,53081.0,Divorced,Nova,7858.11,Standard,2012,12,,,53081.0,0,0,72
418753,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Nova,7859.41,Standard,2017,6,,,73455.0,1,1,18
264486,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Doctor,195398.0,Married,Nova,7860.09,Standard,2014,10,,,195398.0,0,0,50
100550,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,54133.0,Married,Nova,7861.8,Standard,2013,2,,,54133.0,0,0,70
600482,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,87147.0,Married,Nova,7865.18,Standard,2014,11,,,87147.0,0,0,49
911920,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,87147.0,Married,Nova,7865.18,Standard,2012,9,,,87147.0,0,0,75
816937,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,73865.0,Single,Nova,7868.17,Standard,2018,1,,,73865.0,0,0,11
118612,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,,Married,Nova,7868.81,Standard,2017,9,,,73455.0,1,1,15
209405,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,61203.0,Married,Nova,7869.43,Standard,2012,5,,,61203.0,0,0,79
262810,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,61203.0,Married,Nova,7869.43,Standard,2015,8,,,61203.0,0,0,40
258228,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,87330.0,Married,Nova,7870.36,Standard,2017,6,,,87330.0,0,0,18
730748,Canada,Quebec,Montreal,H2Y 4R4,Male,Doctor,213168.0,Married,Nova,7880.34,Standard,2017,9,2018.0,5.0,213168.0,0,0,8
846515,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,55432.0,Married,Nova,7887.82,Standard,2017,5,,,55432.0,0,0,19
166110,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,87951.0,Divorced,Nova,7887.96,Standard,2015,5,2016.0,1.0,87951.0,0,0,8
223632,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,52704.0,Married,Nova,7891.58,Standard,2013,10,,,52704.0,0,0,62
156666,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,53285.0,Single,Nova,7892.82,Standard,2018,10,,,53285.0,0,0,2
834066,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Nova,7897.02,Standard,2017,2,,,73455.0,1,1,22
967904,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,61200.0,Married,Nova,7899.22,Standard,2017,5,,,61200.0,0,0,19
534151,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,57815.0,Divorced,Nova,7903.99,Standard,2017,7,,,57815.0,0,0,17
948961,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,100913.0,Married,Nova,7908.45,Standard,2018,12,,,100913.0,0,0,0
403473,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,63833.0,Divorced,Nova,7908.67,Standard,2014,3,2018.0,8.0,63833.0,0,0,53
131761,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64042.0,Divorced,Nova,7911.63,Standard,2014,9,,,64042.0,0,0,51
189197,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,64614.0,Married,Nova,7918.33,Standard,2015,8,,,64614.0,0,0,40
643225,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Nova,7919.83,Standard,2016,2,,,73455.0,1,1,34
572811,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Married,Nova,7928.83,Standard,2012,6,,,73455.0,1,1,78
979901,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Nova,7928.83,Standard,2012,11,,,73455.0,1,1,73
726848,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,87889.0,Married,Nova,7933.82,Standard,2013,12,,,87889.0,0,0,60
318264,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,62517.0,Married,Nova,7942.17,Standard,2014,7,,,62517.0,0,0,53
105700,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Nova,7944.97,Standard,2013,8,2015.0,8.0,73455.0,1,1,24
240886,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,78660.0,Married,Nova,7948.57,Standard,2015,4,,,78660.0,0,0,44
489115,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,78660.0,Married,Nova,7948.57,Standard,2013,4,,,78660.0,0,0,68
961595,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,78510.0,Married,Nova,7949.28,Standard,2013,2,,,78510.0,0,0,70
281926,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,83576.0,Single,Nova,7950.57,Standard,2013,11,,,83576.0,0,0,61
736518,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,83576.0,Single,Nova,7950.57,Standard,2012,7,,,83576.0,0,0,77
612122,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Married,Nova,7955.44,Standard,2013,1,,,73455.0,1,1,71
859144,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Nova,7955.77,Standard,2014,3,2017.0,5.0,73455.0,1,1,38
327498,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,64702.0,Divorced,Nova,7956.15,Standard,2016,1,2016.0,9.0,64702.0,0,0,8
493775,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,64702.0,Divorced,Nova,7956.15,Standard,2014,11,,,64702.0,0,0,49
509714,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,69317.0,Divorced,Nova,7957.63,Standard,2012,6,,,69317.0,0,0,78
875483,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,103875.0,Married,Nova,7960.01,Standard,2012,9,,,103875.0,0,0,75
371511,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Aurora,8028.48,2018 Promotion,2018,4,,,73455.0,1,1,8
210910,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Nova,7974.39,Standard,2016,1,,,73455.0,1,1,35
848185,Canada,Ontario,Kingston,M9K 2P4,Female,Master,88062.0,Divorced,Nova,7980.3,Standard,2013,9,,,88062.0,0,0,63
550896,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,61644.0,Married,Nova,7981.44,Standard,2013,3,,,61644.0,0,0,69
847136,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,61644.0,Married,Nova,7981.44,Standard,2016,2,,,61644.0,0,0,34
876057,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,58260.0,Married,Nova,7983.43,Standard,2014,9,,,58260.0,0,0,51
573986,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,104401.0,Married,Nova,7985.47,Standard,2017,7,2018.0,3.0,104401.0,0,0,8
817609,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,86215.0,Married,Nova,7986.19,Standard,2017,7,,,86215.0,0,0,17
152305,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,88493.0,Married,Nova,7988.26,Standard,2018,12,,,88493.0,0,0,0
537397,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,88493.0,Married,Nova,7988.26,Standard,2013,8,,,88493.0,0,0,64
739684,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,57835.0,Married,Nova,7992.78,Standard,2018,7,,,57835.0,0,0,5
415640,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,80703.0,Married,Nova,7995.44,Standard,2015,5,2015.0,10.0,80703.0,0,0,5
513246,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,53176.0,Married,Nova,7998.14,Standard,2013,10,,,53176.0,0,0,62
156730,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Master,122820.0,Single,Nova,7998.35,Standard,2018,7,,,122820.0,0,0,5
515185,Canada,Saskatchewan,Regina,S1J 3C5,Male,Master,122820.0,Single,Nova,7998.35,Standard,2012,6,,,122820.0,0,0,78
259067,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Nova,8002.31,Standard,2017,7,,,73455.0,1,1,17
303049,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Nova,8002.31,Standard,2018,12,,,73455.0,1,1,0
505179,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Married,Nova,8002.31,Standard,2017,10,,,73455.0,1,1,14
465170,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,71427.0,Married,Nova,8004.21,Standard,2017,12,,,71427.0,0,0,12
118320,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,78268.0,Married,Nova,8005.96,Standard,2014,8,,,78268.0,0,0,52
612834,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,79817.0,Married,Nova,8007.35,Standard,2014,11,,,79817.0,0,0,49
100890,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Divorced,Nova,8007.4,Standard,2014,8,,,73455.0,1,1,52
177483,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Divorced,Nova,8007.4,Standard,2016,12,,,73455.0,1,1,24
327555,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Divorced,Nova,8007.4,Standard,2018,7,,,73455.0,1,1,5
845176,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Divorced,Nova,8007.4,Standard,2014,11,,,73455.0,1,1,49
313688,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,69964.0,Married,Nova,8010.97,Standard,2017,5,,,69964.0,0,0,19
348751,Canada,Ontario,Toronto,P1L 8X8,Female,College,,Single,Nova,8012.12,Standard,2014,10,,,73455.0,1,1,50
902555,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,74391.0,Married,Nova,8012.37,Standard,2018,1,,,74391.0,0,0,11
599560,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79936.0,Married,Nova,8013.9,Standard,2016,6,2017.0,12.0,79936.0,0,0,18
902993,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,74965.0,Single,Nova,8018.5,Standard,2015,2,2015.0,3.0,74965.0,0,0,1
830743,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Single,Nova,8024.9,Standard,2013,7,,,73455.0,1,1,65
388292,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Nova,8025.23,Standard,2013,8,,,73455.0,1,1,64
811289,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Married,Nova,8026.05,Standard,2015,12,,,73455.0,1,1,36
880205,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Nova,8026.05,Standard,2012,5,,,73455.0,1,1,79
369841,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,95877.0,Married,Nova,8026.28,Standard,2014,12,,,95877.0,0,0,48
225087,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,102791.0,Single,Nova,8029.39,Standard,2012,9,,,102791.0,0,0,75
879787,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,87579.0,Single,Nova,8029.72,Standard,2016,6,,,87579.0,0,0,30
748033,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,97722.0,Divorced,Aurora,8106.22,2018 Promotion,2018,3,,,97722.0,0,0,9
691077,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,70359.0,Married,Aurora,8110.31,2018 Promotion,2018,2,,,70359.0,0,0,10
449223,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,81034.0,Married,Aurora,8176.58,2018 Promotion,2018,4,,,81034.0,0,0,8
365515,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64825.0,Married,Nova,8041.2,Standard,2013,1,,,64825.0,0,0,71
456259,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,82287.0,Married,Nova,8044.51,Standard,2012,5,,,82287.0,0,0,79
314202,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,64338.0,Married,Nova,8044.73,Standard,2013,7,,,64338.0,0,0,65
793761,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,64338.0,Married,Nova,8044.73,Standard,2012,12,,,64338.0,0,0,72
102726,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,84147.0,Married,Nova,8044.87,Standard,2017,8,,,84147.0,0,0,16
232022,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,84147.0,Married,Nova,8044.87,Standard,2015,1,,,84147.0,0,0,47
482796,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,84147.0,Married,Nova,8044.87,Standard,2018,11,,,84147.0,0,0,1
901747,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,84147.0,Married,Nova,8044.87,Standard,2017,10,,,84147.0,0,0,14
617326,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,297762.0,Married,Nova,8047.41,Standard,2012,9,,,297762.0,0,0,75
401101,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,78961.0,Divorced,Nova,8056.9,Standard,2015,10,,,78961.0,0,0,38
861867,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,78961.0,Divorced,Nova,8056.9,Standard,2018,7,,,78961.0,0,0,5
383912,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84819.0,Single,Nova,8059.89,Standard,2012,9,,,84819.0,0,0,75
769495,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,84819.0,Single,Nova,8059.89,Standard,2018,6,,,84819.0,0,0,6
959044,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,49228.0,Divorced,Nova,8060.16,Standard,2014,9,,,49228.0,0,0,51
853565,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,73831.0,Married,Nova,8061.2,Standard,2013,9,2017.0,11.0,73831.0,0,0,50
752609,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,147572.0,Married,Nova,8066.07,Standard,2014,6,2018.0,3.0,147572.0,0,0,45
551652,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,69653.0,Divorced,Nova,8068.62,Standard,2013,10,,,69653.0,0,0,62
819149,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,84702.0,Married,Nova,8071.33,Standard,2013,1,,,84702.0,0,0,71
991983,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54286.0,Married,Nova,8072.75,Standard,2016,6,2017.0,3.0,54286.0,0,0,9
222065,Canada,New Brunswick,Moncton,E1A 2A7,Male,Doctor,85511.0,Married,Nova,8079.83,Standard,2013,6,,,85511.0,0,0,66
331353,Canada,Quebec,Tremblant,H5Y 2S9,Female,Doctor,85511.0,Married,Nova,8079.83,Standard,2016,12,,,85511.0,0,0,24
528447,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,94259.0,Single,Nova,8080.95,Standard,2016,10,,,94259.0,0,0,26
767908,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,76296.0,Divorced,Nova,8084.85,Standard,2017,1,,,76296.0,0,0,23
793285,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,83723.0,Married,Nova,8086.01,Standard,2015,4,,,83723.0,0,0,44
785826,Canada,Ontario,Toronto,M2Z 4K1,Male,College,,Married,Nova,8087.22,Standard,2012,6,,,73455.0,1,1,78
488891,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,94969.0,Divorced,Nova,8090.88,Standard,2013,2,2013.0,9.0,94969.0,0,0,7
355039,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2017,7,,,69098.0,0,0,17
683485,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2017,3,,,69098.0,0,0,21
856364,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2016,11,,,69098.0,0,0,25
871206,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2014,2,,,69098.0,0,0,58
916843,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2018,12,,,69098.0,0,0,0
556050,Canada,Alberta,Calgary,T3E 2V9,Male,College,,Married,Nova,8093.41,Standard,2015,2,,,73455.0,1,1,46
937742,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Married,Nova,8093.41,Standard,2014,2,,,73455.0,1,1,58
205413,Canada,Ontario,Toronto,P1L 8X8,Male,High School or Below,59103.0,Married,Aurora,8193.75,2018 Promotion,2018,4,,,59103.0,0,0,8
315054,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,94459.0,Married,Nova,8096.31,Standard,2017,5,,,94459.0,0,0,19
964744,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Nova,8098.51,Standard,2017,7,,,73455.0,1,1,17
979598,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,50895.0,Married,Nova,8099.84,Standard,2013,11,,,50895.0,0,0,61
572345,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,74474.0,Married,Nova,8104.43,Standard,2013,12,,,74474.0,0,0,60
513480,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,95394.0,Married,Nova,8105.81,Standard,2017,1,,,95394.0,0,0,23
212493,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Married,Nova,8105.87,Standard,2012,7,,,73455.0,1,1,77
936570,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,60366.0,Single,Nova,8105.91,Standard,2014,11,,,60366.0,0,0,49
600220,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Married,Nova,8107.27,Standard,2012,5,,,73455.0,1,1,79
141844,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,55552.0,Married,Nova,8109.36,Standard,2012,10,,,55552.0,0,0,74
627428,Canada,Alberta,Banff,T4V 1D4,Male,High School or Below,42090.0,Married,Nova,8110.33,Standard,2016,5,,,42090.0,0,0,31
463361,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,88163.0,Married,Nova,8110.7,Standard,2016,10,,,88163.0,0,0,26
559388,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,88163.0,Married,Nova,8110.7,Standard,2014,12,,,88163.0,0,0,48
426022,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,54314.0,Married,Nova,8111.65,Standard,2013,1,2016.0,3.0,54314.0,0,0,38
535251,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,66019.0,Married,Nova,8119.83,Standard,2013,2,,,66019.0,0,0,70
390117,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Nova,8123.02,Standard,2015,11,,,73455.0,1,1,37
144355,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,100483.0,Married,Nova,8131.78,Standard,2012,7,,,100483.0,0,0,77
792418,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,55338.0,Single,Nova,8133.16,Standard,2016,1,,,55338.0,0,0,35
182782,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,95478.0,Married,Nova,8139.53,Standard,2016,2,,,95478.0,0,0,34
393853,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,77666.0,Married,Nova,8145.99,Standard,2013,2,,,77666.0,0,0,70
148201,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Married,Nova,8149.77,Standard,2015,4,,,73455.0,1,1,44
306872,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Married,Nova,8149.77,Standard,2014,12,,,73455.0,1,1,48
225529,Canada,Quebec,Quebec City,G1B 3L5,Female,High School or Below,43743.0,Married,Nova,8161.17,Standard,2013,9,2014.0,9.0,43743.0,0,0,12
573344,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,85665.0,Married,Nova,8161.58,Standard,2016,5,,,85665.0,0,0,31
417553,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,65033.0,Single,Nova,8161.78,Standard,2016,3,2016.0,11.0,65033.0,0,0,8
799622,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,56030.0,Married,Nova,8161.94,Standard,2014,10,2016.0,5.0,56030.0,0,0,19
