Loyalty Number,Recency_Last_Flight,Recency_Last_Redeem,Total_Flights_2017,Total_Distance_2017,Points_Earned_2017,Points_Redeemed_2017,Dollar_Redeemed_2017,Active_Months_2017,Had_Outlier_Flight,Avg_Flights_Per_Month,Avg_Flights_Per_Active_Month,Redemption_Rate_2017,Never_Flew_2017,Has_Redeemed_2017,H1_Flights,H2_Flights,Flight_Trend_Abs,Flight_Trend_Pct,Seasonality_Index,CLV,Salary_Imputed,Education_Encoded,Loyalty_Card_Encoded,Tenure_Months,Salary_Was_Missing,Salary_Was_College_Missing,Churned,Zero_Activity_2018,Formal_Cancel
325901,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7507.46,76485.0,3,2,5,0,0,0,0,0
621832,0.0,12.0,20.0,23821.0,23821.0,0.0,0.0,7,0,1.6666666666666667,2.857142857142857,0.0,0,0,7.0,13.0,6.0,0.75,1.4,7507.46,76485.0,3,2,57,0,0,0,0,0
774226,0.0,12.0,13.0,18929.0,18929.0,0.0,0.0,5,0,1.0833333333333333,2.6,0.0,0,0,3.0,10.0,7.0,1.75,2.769230769230769,7507.46,76485.0,3,2,19,0,0,0,0,0
155763,0.0,12.0,17.0,18082.0,18082.0,0.0,0.0,6,0,1.4166666666666667,2.8333333333333335,0.0,0,0,9.0,8.0,-1.0,-0.1,1.8823529411764706,7519.13,102379.0,3,2,0,0,0,0,0,0
274083,0.0,0.0,24.0,45003.0,45003.0,784.0,141.0,8,0,2.0,3.0,0.017421060818167678,0,1,11.0,13.0,2.0,0.16666666666666666,1.6666666666666667,7519.13,102379.0,3,2,31,0,0,0,0,0
414727,0.0,5.0,28.0,53122.0,53122.0,701.0,126.0,10,0,2.3333333333333335,2.8,0.01319603930574903,0,1,11.0,17.0,6.0,0.5,1.2857142857142858,7519.13,102379.0,3,2,58,0,0,0,0,0
973860,0.0,1.0,21.0,29034.0,29034.0,376.0,68.0,9,0,1.75,2.3333333333333335,0.012950334091065647,0,1,10.0,11.0,1.0,0.09090909090909091,1.3333333333333333,7519.13,102379.0,3,2,71,0,0,0,0,0
545378,1.0,12.0,17.0,29797.0,29797.0,0.0,0.0,8,0,1.4166666666666667,2.125,0.0,0,0,9.0,8.0,-1.0,-0.1,1.1764705882352942,7521.28,73455.0,2,2,21,1,1,0,0,0
180207,2.0,12.0,11.0,13648.0,13648.0,0.0,0.0,4,0,0.9166666666666666,2.75,0.0,0,0,5.0,6.0,1.0,0.16666666666666666,1.4545454545454546,7522.9,72823.0,3,2,78,0,0,0,0,0
911089,1.0,12.0,20.0,23414.0,23414.0,0.0,0.0,7,0,1.6666666666666667,2.857142857142857,0.0,0,0,8.0,12.0,4.0,0.4444444444444444,1.2,7524.44,47962.0,3,2,51,0,0,0,0,0
814698,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7524.88,68150.0,3,2,12,0,0,0,0,0
369603,0.0,12.0,8.0,13022.0,13022.0,0.0,0.0,4,0,0.6666666666666666,2.0,0.0,0,0,4.0,4.0,0.0,0.0,2.0,7529.86,70524.0,3,2,63,0,0,0,0,0
747509,0.0,12.0,2.0,1430.0,1430.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,7529.86,70524.0,3,2,13,0,0,0,0,0
268842,0.0,8.0,23.0,33165.0,33165.0,547.0,98.0,7,0,1.9166666666666667,3.2857142857142856,0.01649329112015679,0,1,9.0,14.0,5.0,0.5,1.391304347826087,7531.03,73455.0,2,2,46,1,1,0,0,0
310534,0.0,12.0,28.0,46705.0,46705.0,0.0,0.0,8,0,2.3333333333333335,3.5,0.0,0,0,13.0,15.0,2.0,0.14285714285714285,1.4285714285714286,7531.7,92025.0,3,2,64,0,0,0,0,0
743734,0.0,12.0,28.0,44412.0,44412.0,0.0,0.0,9,0,2.3333333333333335,3.111111111111111,0.0,0,0,14.0,14.0,0.0,0.0,1.4285714285714286,7531.7,92025.0,3,2,61,0,0,0,0,0
877730,1.0,12.0,24.0,36021.0,36021.0,0.0,0.0,9,0,2.0,2.6666666666666665,0.0,0,0,9.0,15.0,6.0,0.6,1.5,7540.05,80947.0,3,2,73,0,0,0,0,0
519933,1.0,12.0,22.0,36583.0,36583.0,0.0,0.0,7,0,1.8333333333333333,3.142857142857143,0.0,0,0,8.0,14.0,6.0,0.6666666666666666,2.0,7545.55,73455.0,2,2,54,1,1,0,0,0
557932,0.0,12.0,18.0,30359.0,30359.0,0.0,0.0,6,0,1.5,3.0,0.0,0,0,0.0,18.0,18.0,18.0,2.0,7546.61,54785.0,3,2,18,0,0,0,0,0
329730,0.0,12.0,1.0,1247.0,1247.0,0.0,0.0,1,0,0.08333333333333333,1.0,0.0,0,0,0.0,1.0,1.0,1.0,4.0,7547.76,73455.0,2,2,13,1,1,0,0,0
147986,6.0,7.0,15.0,14827.0,14827.0,879.0,158.0,4,0,1.25,3.75,0.059283739124570044,0,1,15.0,0.0,-15.0,-0.9375,2.1333333333333333,7550.42,73455.0,2,2,8,1,1,1,1,1
944491,4.0,7.0,9.0,17510.0,17510.0,913.0,164.0,4,0,0.75,2.25,0.05214163335237008,0,1,6.0,3.0,-3.0,-0.42857142857142855,1.7777777777777777,7550.87,73455.0,2,2,30,1,1,1,1,1
410209,1.0,3.0,22.0,33996.0,33996.0,1087.0,196.0,7,0,1.8333333333333333,3.142857142857143,0.03197434992352041,0,1,17.0,5.0,-12.0,-0.6666666666666666,1.8181818181818181,7553.94,59719.0,3,2,31,0,0,0,0,0
622334,1.0,12.0,21.0,18370.0,18370.0,0.0,0.0,7,0,1.75,3.0,0.0,0,0,10.0,11.0,1.0,0.09090909090909091,1.1428571428571428,7555.83,73455.0,2,2,29,1,1,0,0,0
422276,2.0,6.0,21.0,34463.0,34463.0,1043.0,188.0,8,0,1.75,2.625,0.03026434146766097,0,1,11.0,10.0,-1.0,-0.08333333333333333,1.3333333333333333,7556.24,57706.0,3,2,66,0,0,0,0,0
548244,0.0,3.0,25.0,42551.0,42551.0,960.0,173.0,10,0,2.0833333333333335,2.5,0.022561161899837843,0,1,11.0,14.0,3.0,0.25,1.44,7562.82,73455.0,2,2,66,1,1,0,0,0
283122,0.0,12.0,16.0,17364.0,17364.0,0.0,0.0,8,0,1.3333333333333333,2.0,0.0,0,0,12.0,4.0,-8.0,-0.6153846153846154,1.5,7568.85,76286.0,1,2,59,0,0,0,0,0
714536,2.0,9.0,21.0,33269.0,33269.0,1086.0,196.0,8,0,1.75,2.625,0.032643000991914396,0,1,9.0,12.0,3.0,0.3,1.5238095238095237,7573.34,96019.0,3,2,56,0,0,0,0,0
720197,0.0,0.0,16.0,27483.0,27483.0,636.0,114.0,7,0,1.3333333333333333,2.2857142857142856,0.02314157843030237,0,1,8.0,8.0,0.0,0.0,1.75,7577.07,73455.0,2,2,62,1,1,0,0,0
863490,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7579.53,56717.0,3,2,0,0,0,1,1,0
662665,2.0,4.0,24.0,19689.0,19689.0,760.0,137.0,7,0,2.0,3.4285714285714284,0.038600233632993045,0,1,8.0,16.0,8.0,0.8888888888888888,2.3333333333333335,7582.11,79325.0,3,2,64,0,0,0,0,0
889796,0.0,0.0,29.0,37758.0,37758.0,1679.0,302.0,8,0,2.4166666666666665,3.625,0.04446739763758674,0,1,12.0,17.0,5.0,0.38461538461538464,1.793103448275862,7582.11,79325.0,3,2,70,0,0,0,0,0
965590,0.0,12.0,16.0,31263.0,31263.0,0.0,0.0,5,0,1.3333333333333333,3.2,0.0,0,0,7.0,9.0,2.0,0.25,2.25,7582.11,79325.0,3,2,38,0,0,0,0,0
975466,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7582.11,79325.0,3,2,2,0,0,0,0,0
498989,3.0,12.0,17.0,23840.0,23840.0,0.0,0.0,5,0,1.4166666666666667,3.4,0.0,0,0,16.0,1.0,-15.0,-0.8823529411764706,2.3529411764705883,7583.14,64592.0,3,2,45,0,0,0,0,0
177457,1.0,12.0,29.0,44792.0,44792.0,0.0,0.0,10,0,2.4166666666666665,2.9,0.0,0,0,10.0,19.0,9.0,0.8181818181818182,1.5172413793103448,7583.19,225884.0,5,2,77,0,0,0,0,0
645688,2.0,12.0,13.0,20169.0,20169.0,0.0,0.0,6,0,1.0833333333333333,2.1666666666666665,0.0,0,0,8.0,5.0,-3.0,-0.3333333333333333,1.5384615384615385,7583.19,225884.0,5,2,77,0,0,0,0,0
583175,3.0,12.0,8.0,12063.0,12063.0,0.0,0.0,5,0,0.6666666666666666,1.6,0.0,0,0,5.0,3.0,-2.0,-0.3333333333333333,1.5,7587.34,73455.0,2,2,8,1,1,1,1,1
771753,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7590.91,70212.0,3,2,0,0,0,1,1,0
960082,1.0,12.0,20.0,34785.0,34785.0,0.0,0.0,7,0,1.6666666666666667,2.857142857142857,0.0,0,0,9.0,11.0,2.0,0.2,2.0,7595.34,103775.0,4,2,28,0,0,0,0,0
417118,4.0,12.0,16.0,26807.0,26807.0,0.0,0.0,5,0,1.3333333333333333,3.2,0.0,0,0,9.0,7.0,-2.0,-0.2,1.75,7596.14,73049.0,3,2,41,0,0,0,0,0
359138,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7596.29,75700.0,3,2,0,0,0,1,1,0
314147,3.0,0.0,22.0,25109.0,25109.0,492.0,89.0,7,0,1.8333333333333333,3.142857142857143,0.019594567684893864,0,1,15.0,7.0,-8.0,-0.5,1.8181818181818181,7600.44,73455.0,2,2,48,1,1,0,0,0
279967,0.0,3.0,20.0,39120.0,39120.0,510.0,92.0,6,0,1.6666666666666667,3.3333333333333335,0.01303680981595092,0,1,10.0,10.0,0.0,0.0,2.0,7601.95,66679.0,3,2,28,0,0,0,0,0
379038,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7609.09,125825.0,5,2,5,0,0,0,0,0
840481,0.0,0.0,25.0,44708.0,44708.0,482.0,87.0,6,0,2.0833333333333335,4.166666666666667,0.01078106826518744,0,1,8.0,17.0,9.0,1.0,1.76,7610.2,59776.0,3,2,30,0,0,0,0,0
412743,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7610.54,69868.0,3,2,7,0,0,0,0,0
806815,0.0,12.0,22.0,36917.0,36917.0,0.0,0.0,10,0,1.8333333333333333,2.2,0.0,0,0,8.0,14.0,6.0,0.6666666666666666,1.6363636363636365,7610.54,69868.0,3,2,26,0,0,0,0,0
894724,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7610.84,104131.0,3,2,6,0,0,0,0,0
764703,1.0,0.0,6.0,12278.0,12278.0,660.0,119.0,2,0,0.5,3.0,0.05375468317315524,0,1,0.0,6.0,6.0,6.0,4.0,7611.21,73455.0,2,2,17,1,1,0,0,0
794602,0.0,8.0,31.0,47720.0,47720.0,673.0,121.0,8,0,2.5833333333333335,3.875,0.014103101424979045,0,1,23.0,8.0,-15.0,-0.625,1.6774193548387097,7611.21,73455.0,2,2,43,1,1,0,0,0
275298,0.0,6.0,13.0,15615.0,15615.0,572.0,103.0,6,0,1.0833333333333333,2.1666666666666665,0.036631444124239514,0,1,6.0,7.0,1.0,0.14285714285714285,1.8461538461538463,7613.19,58430.0,3,2,55,0,0,0,0,0
337260,0.0,9.0,21.0,35951.0,35951.0,378.0,68.0,8,0,1.75,2.625,0.010514311145726127,0,1,7.0,14.0,7.0,0.875,1.5238095238095237,7613.19,58430.0,3,2,42,0,0,0,0,0
938873,1.0,3.0,12.0,18474.0,18474.0,1255.0,226.0,5,0,1.0,2.4,0.0679333116812818,0,1,6.0,6.0,0.0,0.0,2.0,7614.67,53194.0,1,2,39,0,0,0,0,0
770591,1.0,6.0,24.0,36474.0,36474.0,1074.0,194.0,8,0,2.0,3.0,0.029445632505346275,0,1,16.0,8.0,-8.0,-0.47058823529411764,1.6666666666666667,7615.38,56856.0,3,2,72,0,0,0,0,0
201891,0.0,12.0,33.0,47110.0,47110.0,0.0,0.0,10,0,2.75,3.3,0.0,0,0,14.0,19.0,5.0,0.3333333333333333,1.3333333333333333,7623.58,83056.0,3,2,44,0,0,1,0,1
301155,0.0,1.0,15.0,16543.0,16543.0,917.0,165.0,7,0,1.25,2.142857142857143,0.05543130024783897,0,1,9.0,6.0,-3.0,-0.3,1.6,7627.03,73455.0,2,2,42,1,1,0,0,0
287591,0.0,3.0,18.0,23872.0,23872.0,574.0,103.0,9,0,1.5,2.0,0.024044906166219838,0,1,11.0,7.0,-4.0,-0.3333333333333333,1.3333333333333333,7627.31,58311.0,3,2,40,0,0,0,0,0
668136,3.0,12.0,2.0,4010.0,4010.0,0.0,0.0,1,0,0.16666666666666666,2.0,0.0,0,0,0.0,2.0,2.0,2.0,4.0,7628.75,73455.0,2,2,16,1,1,0,0,0
881001,0.0,1.0,6.0,7918.0,7918.0,330.0,59.0,4,0,0.5,1.5,0.04167719120990149,0,1,3.0,3.0,0.0,0.0,2.0,7630.35,73455.0,2,2,23,1,1,0,0,0
803844,2.0,12.0,15.0,25793.0,25793.0,0.0,0.0,6,0,1.25,2.5,0.0,0,0,10.0,5.0,-5.0,-0.45454545454545453,1.3333333333333333,7633.82,73455.0,2,2,47,1,1,0,0,0
606344,4.0,12.0,21.0,38061.0,38061.0,0.0,0.0,6,0,1.75,3.5,0.0,0,0,11.0,10.0,-1.0,-0.08333333333333333,1.9047619047619047,7635.55,71816.0,3,2,8,0,0,1,1,1
714944,0.0,10.0,13.0,15961.0,15961.0,527.0,95.0,8,0,1.0833333333333333,1.625,0.03301798132949063,0,1,7.0,6.0,-1.0,-0.125,2.1538461538461537,7636.28,73455.0,2,2,28,1,1,0,0,0
936603,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7637.11,73455.0,2,2,3,1,1,0,0,0
663343,1.0,12.0,21.0,35123.0,35123.0,0.0,0.0,8,0,1.75,2.625,0.0,0,0,8.0,13.0,5.0,0.5555555555555556,1.5238095238095237,7638.44,80280.0,3,2,75,0,0,0,0,0
315225,4.0,9.0,14.0,20204.0,20204.0,543.0,98.0,5,0,1.1666666666666667,2.8,0.02687586616511582,0,1,13.0,1.0,-12.0,-0.8571428571428571,2.0,7639.67,56841.0,3,2,36,0,0,0,0,0
166535,1.0,12.0,18.0,21290.0,21290.0,0.0,0.0,9,0,1.5,2.0,0.0,0,0,11.0,7.0,-4.0,-0.3333333333333333,1.7777777777777777,7645.86,73455.0,2,2,71,1,1,0,0,0
757885,0.0,12.0,18.0,27982.0,27982.0,0.0,0.0,7,0,1.5,2.5714285714285716,0.0,0,0,7.0,11.0,4.0,0.5,1.7777777777777777,7647.45,98871.0,3,2,53,0,0,0,0,0
401943,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7648.26,98548.0,3,2,74,0,0,1,1,0
536517,0.0,12.0,14.0,24153.0,24153.0,0.0,0.0,5,0,1.1666666666666667,2.8,0.0,0,0,2.0,12.0,10.0,3.3333333333333335,2.0,7654.23,73455.0,2,2,72,1,1,0,0,0
942403,1.0,12.0,17.0,19449.0,19449.0,0.0,0.0,6,0,1.4166666666666667,2.8333333333333335,0.0,0,0,5.0,12.0,7.0,1.1666666666666667,2.1176470588235294,7654.23,73455.0,2,2,6,1,1,0,0,0
538507,0.0,6.0,16.0,19513.0,19513.0,448.0,81.0,6,0,1.3333333333333333,2.6666666666666665,0.022959052939066263,0,1,5.0,11.0,6.0,1.0,2.25,7659.5,101936.0,3,2,22,0,0,0,0,0
405201,0.0,1.0,18.0,19846.0,19846.0,396.0,71.0,9,0,1.5,2.0,0.019953643051496522,0,1,5.0,13.0,8.0,1.3333333333333333,1.5555555555555556,7661.39,80733.0,3,2,24,0,0,0,0,0
312312,1.0,4.0,19.0,25700.0,25700.0,987.0,177.0,7,0,1.5833333333333333,2.7142857142857144,0.03840466926070039,0,1,11.0,8.0,-3.0,-0.25,1.263157894736842,7662.43,73455.0,2,2,27,1,1,0,0,0
867624,0.0,1.0,24.0,32913.0,32913.0,1377.0,248.0,10,0,2.0,2.4,0.04183757178014766,0,1,11.0,13.0,2.0,0.16666666666666666,1.1666666666666667,7663.87,73455.0,2,2,52,1,1,0,0,0
603539,1.0,1.0,23.0,40573.0,40573.0,989.0,178.0,7,0,1.9166666666666667,3.2857142857142856,0.02437581642964533,0,1,9.0,14.0,5.0,0.5,1.565217391304348,7668.81,99562.0,3,2,47,0,0,0,0,0
117351,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7675.87,97461.0,3,2,74,0,0,1,1,0
856942,0.0,6.0,23.0,31676.0,31676.0,1256.0,226.0,10,0,1.9166666666666667,2.3,0.03965147114534664,0,1,14.0,9.0,-5.0,-0.3333333333333333,1.391304347826087,7675.87,97461.0,3,2,39,0,0,0,0,0
408838,2.0,8.0,15.0,27429.0,27429.0,513.0,92.0,5,0,1.25,3.0,0.018702832768237997,0,1,12.0,3.0,-9.0,-0.6923076923076923,2.933333333333333,7680.15,81833.0,3,2,49,0,0,0,0,0
901520,1.0,11.0,13.0,20589.0,20589.0,497.0,89.0,5,0,1.0833333333333333,2.6,0.02413910340473068,0,1,10.0,3.0,-7.0,-0.6363636363636364,1.5384615384615385,7680.75,80784.0,3,2,63,0,0,0,0,0
264491,0.0,6.0,29.0,48852.0,48852.0,1094.0,197.0,9,0,2.4166666666666665,3.2222222222222223,0.022394170146565136,0,1,15.0,14.0,-1.0,-0.0625,1.3793103448275863,7681.55,97796.0,3,2,66,0,0,0,0,0
609296,0.0,12.0,20.0,29885.0,29885.0,0.0,0.0,7,0,1.6666666666666667,2.857142857142857,0.0,0,0,11.0,9.0,-2.0,-0.16666666666666666,1.2,7684.89,77416.0,3,2,47,0,0,0,0,0
167933,0.0,12.0,17.0,26094.0,26094.0,0.0,0.0,8,0,1.4166666666666667,2.125,0.0,0,0,6.0,11.0,5.0,0.7142857142857143,1.411764705882353,7689.71,73455.0,2,2,40,1,1,0,0,0
439251,0.0,5.0,28.0,44304.0,44304.0,1193.0,215.0,8,0,2.3333333333333335,3.5,0.02692759118815457,0,1,10.0,18.0,8.0,0.7272727272727273,1.4285714285714286,7692.46,73455.0,2,2,64,1,1,0,0,0
552669,1.0,12.0,26.0,31351.0,31351.0,0.0,0.0,8,0,2.1666666666666665,3.25,0.0,0,0,8.0,18.0,10.0,1.1111111111111112,2.1538461538461537,7692.46,73455.0,2,2,63,1,1,0,0,0
252679,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7693.12,71908.0,3,2,13,0,0,0,0,0
542893,0.0,10.0,16.0,20639.0,20639.0,330.0,59.0,7,0,1.3333333333333333,2.2857142857142856,0.01598914676098648,0,1,10.0,6.0,-4.0,-0.36363636363636365,2.0,7694.06,55544.0,3,2,51,0,0,0,0,0
823436,5.0,12.0,20.0,35938.0,35938.0,0.0,0.0,5,0,1.6666666666666667,4.0,0.0,0,0,14.0,6.0,-8.0,-0.5333333333333333,1.4,7695.12,68602.0,3,2,8,0,0,1,1,1
754517,0.0,8.0,28.0,44726.0,44726.0,1037.0,186.0,10,0,2.3333333333333335,2.8,0.023185619102982606,0,1,12.0,16.0,4.0,0.3076923076923077,1.1428571428571428,7699.63,67814.0,1,2,38,0,0,0,0,0
553943,0.0,12.0,21.0,37193.0,37193.0,0.0,0.0,8,0,1.75,2.625,0.0,0,0,6.0,15.0,9.0,1.2857142857142858,1.5238095238095237,7700.62,73455.0,2,2,75,1,1,0,0,0
462616,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7704.96,54127.0,3,2,12,0,0,0,0,0
157566,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7705.28,50412.0,3,2,6,0,0,0,0,0
656360,0.0,5.0,18.0,27057.0,27057.0,685.0,123.0,8,0,1.5,2.25,0.02531692353180323,0,1,2.0,16.0,14.0,4.666666666666667,2.2222222222222223,7706.96,73455.0,2,2,75,1,1,0,0,0
566550,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7707.81,73455.0,2,2,4,1,1,0,0,0
996488,2.0,2.0,22.0,42263.0,42263.0,814.0,146.0,7,0,1.8333333333333333,3.142857142857143,0.019260345929063248,0,1,10.0,12.0,2.0,0.18181818181818182,2.0,7708.88,83959.0,3,2,78,0,0,0,0,0
558543,0.0,12.0,9.0,10149.0,10149.0,0.0,0.0,3,0,0.75,3.0,0.0,0,0,0.0,9.0,9.0,9.0,4.0,7712.06,272532.0,5,2,15,0,0,0,0,0
221075,1.0,12.0,10.0,13470.0,13470.0,0.0,0.0,5,0,0.8333333333333334,2.0,0.0,0,0,3.0,7.0,4.0,1.0,1.6,7713.49,65206.0,3,2,47,0,0,0,0,0
646178,2.0,12.0,14.0,18729.0,18729.0,0.0,0.0,5,0,1.1666666666666667,2.8,0.0,0,0,5.0,9.0,4.0,0.6666666666666666,1.4285714285714286,7713.82,73455.0,2,2,32,1,1,0,0,0
171419,4.0,12.0,14.0,26133.0,26133.0,0.0,0.0,4,0,1.1666666666666667,3.5,0.0,0,0,10.0,4.0,-6.0,-0.5454545454545454,2.5714285714285716,7714.62,73455.0,2,2,27,1,1,0,0,0
513661,0.0,3.0,18.0,27430.0,27430.0,950.0,171.0,6,0,1.5,3.0,0.034633612832664966,0,1,9.0,9.0,0.0,0.0,1.5555555555555556,7714.65,73455.0,2,2,79,1,1,0,0,0
535852,3.0,12.0,13.0,23097.0,23097.0,0.0,0.0,5,0,1.0833333333333333,2.6,0.0,0,0,12.0,1.0,-11.0,-0.8461538461538461,3.076923076923077,7715.1,67604.0,3,2,69,0,0,0,0,0
975181,0.0,12.0,4.0,3228.0,3228.0,0.0,0.0,1,0,0.3333333333333333,4.0,0.0,0,0,0.0,4.0,4.0,4.0,4.0,7724.05,66290.0,3,2,13,0,0,0,0,0
585386,1.0,12.0,18.0,27480.0,27480.0,0.0,0.0,7,0,1.5,2.5714285714285716,0.0,0,0,6.0,12.0,6.0,0.8571428571428571,1.3333333333333333,7724.68,53168.0,3,2,25,0,0,0,0,0
956144,0.0,0.0,26.0,44711.0,44711.0,1978.0,356.0,9,0,2.1666666666666665,2.888888888888889,0.04423967256379862,0,1,8.0,18.0,10.0,1.1111111111111112,1.5384615384615385,7725.54,102702.0,3,2,56,0,0,0,0,0
480074,2.0,5.0,21.0,33736.0,33736.0,482.0,87.0,8,0,1.75,2.625,0.014287408110030828,0,1,13.0,8.0,-5.0,-0.35714285714285715,1.3333333333333333,7726.99,96023.0,3,2,7,0,0,0,0,0
818077,6.0,12.0,12.0,12684.0,12684.0,0.0,0.0,5,0,1.0,2.4,0.0,0,0,12.0,0.0,-12.0,-0.9230769230769231,2.6666666666666665,7726.99,96023.0,3,2,27,0,0,0,0,0
700497,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,1.0,7731.71,59264.0,3,2,11,0,0,0,0,0
913721,1.0,1.0,17.0,24536.0,24536.0,1023.0,184.0,7,0,1.4166666666666667,2.4285714285714284,0.04169383762634496,0,1,6.0,11.0,5.0,0.7142857142857143,1.6470588235294117,7731.71,59264.0,3,2,53,0,0,0,0,0
534009,0.0,0.0,19.0,31183.0,31183.0,1366.0,246.0,8,0,1.5833333333333333,2.375,0.04380591989224898,0,1,9.0,10.0,1.0,0.1,1.4736842105263157,7732.39,57101.0,3,2,33,0,0,0,0,0
967628,2.0,12.0,11.0,19184.0,19184.0,0.0,0.0,5,0,0.9166666666666666,2.2,0.0,0,0,6.0,5.0,-1.0,-0.14285714285714285,2.1818181818181817,7732.39,57101.0,3,2,32,0,0,0,0,0
541000,0.0,12.0,20.0,32537.0,32537.0,0.0,0.0,8,0,1.6666666666666667,2.5,0.0,0,0,7.0,13.0,6.0,0.75,1.4,7736.46,73455.0,2,2,54,1,1,0,0,0
101515,0.0,0.0,17.0,29388.0,29388.0,1306.0,235.0,7,0,1.4166666666666667,2.4285714285714284,0.04443990744521573,0,1,11.0,6.0,-5.0,-0.4166666666666667,1.6470588235294117,7737.27,68711.0,3,2,59,0,0,0,0,0
200309,2.0,6.0,23.0,23906.0,23906.0,1564.0,282.0,9,0,1.9166666666666667,2.5555555555555554,0.06542290638333473,0,1,15.0,8.0,-7.0,-0.4375,1.565217391304348,7743.92,102858.0,3,2,76,0,0,0,0,0
555024,10.0,12.0,3.0,4899.0,4899.0,0.0,0.0,1,0,0.25,3.0,0.0,0,0,3.0,0.0,-3.0,-0.75,4.0,7743.92,102858.0,3,2,8,0,0,1,1,1
504860,0.0,12.0,24.0,38907.0,38907.0,0.0,0.0,11,0,2.0,2.1818181818181817,0.0,0,0,11.0,13.0,2.0,0.16666666666666666,1.3333333333333333,7748.81,90101.0,3,2,28,0,0,0,0,0
253689,0.0,12.0,20.0,32432.0,32432.0,0.0,0.0,6,0,1.6666666666666667,3.3333333333333335,0.0,0,0,9.0,11.0,2.0,0.2,1.8,7756.17,47512.0,3,2,60,0,0,0,0,0
345244,2.0,2.0,8.0,17309.0,17309.0,843.0,152.0,5,0,0.6666666666666666,1.6,0.048702986885435326,0,1,4.0,4.0,0.0,0.0,1.5,7756.44,103320.0,3,2,52,0,0,0,0,0
763621,1.0,12.0,9.0,9738.0,9738.0,0.0,0.0,3,0,0.75,3.0,0.0,0,0,0.0,9.0,9.0,9.0,2.2222222222222223,7758.59,102273.0,3,2,8,0,0,1,0,1
804368,0.0,12.0,5.0,5883.0,5883.0,0.0,0.0,2,0,0.4166666666666667,2.5,0.0,0,0,0.0,5.0,5.0,5.0,2.4,7758.59,102273.0,3,2,17,0,0,0,0,0
708982,1.0,3.0,17.0,24576.0,24576.0,590.0,106.0,5,0,1.4166666666666667,3.4,0.024007161458333332,0,1,7.0,10.0,3.0,0.375,1.6470588235294117,7761.27,63472.0,3,2,38,0,0,0,0,0
729205,0.0,0.0,15.0,25452.0,25452.0,659.0,119.0,7,0,1.25,2.142857142857143,0.025891874901775892,0,1,7.0,8.0,1.0,0.125,1.6,7762.59,222009.0,5,2,28,0,0,0,0,0
121919,0.0,0.0,5.0,11489.0,11489.0,502.0,90.0,2,0,0.4166666666666667,2.5,0.04369396814344155,0,1,0.0,5.0,5.0,5.0,4.0,7764.27,74655.0,3,2,14,0,0,0,0,0
884708,1.0,3.0,17.0,27939.0,27939.0,972.0,175.0,7,0,1.4166666666666667,2.4285714285714284,0.03479007838505315,0,1,9.0,8.0,-1.0,-0.1,1.6470588235294117,7765.23,73131.0,3,2,39,0,0,0,0,0
